id,name,product,colour,quantity
7445,Eve,paper,white,84
7446,Eve,card,black,2
7447,Ger,eraser,purple,4
7448,Eve,pen,orange,39
7449,Bob,card,green,98
7450,Ger,eraser,white,71
7451,Ger,pencil,pink,9
7452,Carol,pencil,white,39
7453,Carol,pen,purple,7
7454,Carol,eraser,red,91
7455,Bob,pencil,orange,91
7456,Eve,paint,blue,63
7457,Bob,paper,blue,29
7458,Eve,pencil,green,5
7459,Carol,paint,blue,98
7460,Dan,paper,blue,50
7461,Ger,eraser,orange,41
7462,Fred,paper,white,59
7463,Dan,eraser,purple,23
7464,Dan,paper,orange,7
7465,Dan,pen,black,62
7466,Carol,card,black,31
7467,Bob,eraser,orange,21
7468,Ger,pen,green,7
7469,Fred,pen,blue,71
7470,Fred,pen,orange,86
7471,Fred,paint,blue,53
7472,Alice,paper,white,36
7473,Fred,paper,pink,60
7474,Fred,pen,green,8
7475,Harriet,paper,blue,17
7476,Bob,paper,white,48
7477,Fred,eraser,green,20
7478,Bob,paper,blue,21
7479,Alice,eraser,pink,14
7480,Ger,paper,black,45
7481,Eve,paper,black,100
7482,Dan,paint,pink,44
7483,Ger,pen,pink,34
7484,Fred,paper,red,63
7485,Alice,pen,black,36
7486,Bob,paper,purple,73
7487,Harriet,paint,red,18
7488,Eve,card,purple,25
7489,Dan,card,purple,8
7490,Carol,paint,green,64
7491,Alice,eraser,purple,69
7492,Bob,pen,pink,7
7493,Fred,pencil,orange,62
7494,Carol,card,pink,8
7495,Carol,paper,orange,5
7496,Carol,eraser,pink,47
7497,Ger,pen,orange,12
7498,Eve,card,purple,75
7499,Fred,pencil,orange,93
7500,Alice,paint,red,91
7501,Carol,eraser,black,74
7502,Fred,card,orange,97
7503,Dan,eraser,pink,82
7504,Eve,pencil,purple,100
7505,Carol,pen,orange,64
7506,Ger,pen,blue,43
7507,Fred,pencil,purple,8
7508,Eve,eraser,red,44
7509,Bob,paint,black,69
7510,Harriet,paper,red,47
7511,Bob,paper,black,18
7512,Dan,paper,green,19
7513,Bob,eraser,white,4
7514,Alice,card,red,44
7515,Harriet,card,orange,44
7516,Alice,eraser,red,12
7517,Harriet,card,white,100
7518,Carol,paint,green,90
7519,Bob,paper,purple,25
7520,Fred,pen,pink,18
7521,Alice,paint,white,56
7522,Bob,eraser,orange,21
7523,Bob,eraser,blue,43
7524,Fred,pen,purple,79
7525,Bob,eraser,white,28
7526,Eve,card,pink,47
7527,Eve,card,pink,9
7528,Fred,pen,white,1
7529,Carol,paint,blue,69
7530,Fred,eraser,purple,63
7531,Dan,paint,red,22
7532,Fred,paint,purple,27
7533,Eve,eraser,red,8
7534,Ger,card,blue,18
7535,Harriet,paint,red,74
7536,Dan,card,purple,75
7537,Ger,pen,orange,38
7538,Eve,pencil,orange,8
7539,Carol,pen,black,92
7540,Carol,pen,black,86
7541,Fred,paint,red,31
7542,Eve,paint,green,53
7543,Ger,eraser,pink,40
7544,Ger,eraser,blue,77
7545,Eve,paper,green,91
7546,Ger,pencil,black,38
7547,Carol,card,green,95
7548,Fred,card,purple,49
7549,Ger,card,blue,87
7550,Bob,card,black,53
7551,Harriet,eraser,white,21
7552,Fred,pen,purple,32
7553,Ger,card,black,90
7554,Alice,pencil,orange,76
7555,Bob,eraser,pink,74
7556,Eve,eraser,green,76
7557,Eve,eraser,orange,33
7558,Fred,pencil,blue,32
7559,Dan,paint,orange,60
7560,Alice,paper,red,74
7561,Ger,pencil,black,83
7562,Bob,paper,pink,22
7563,Bob,pen,orange,82
7564,Harriet,eraser,pink,60
7565,Dan,card,pink,62
7566,Ger,pencil,orange,96
7567,Harriet,pencil,purple,77
7568,Ger,paper,blue,96
7569,Ger,eraser,orange,74
7570,Eve,eraser,pink,88
7571,Fred,pencil,pink,95
7572,Alice,eraser,pink,56
7573,Dan,paper,blue,33
7574,Fred,paper,red,31
7575,Eve,card,green,30
7576,Alice,paper,green,85
7577,Eve,paint,orange,41
7578,Fred,card,white,5
7579,Dan,pencil,blue,46
7580,Bob,eraser,green,74
7581,Bob,pencil,blue,9
7582,Dan,pencil,red,37
7583,Carol,pencil,black,77
7584,Harriet,pencil,blue,85
7585,Dan,pen,black,41
7586,Eve,eraser,blue,100
7587,Dan,paint,black,80
7588,Alice,pen,purple,75
7589,Bob,pen,black,55
7590,Eve,card,orange,54
7591,Bob,pencil,orange,16
7592,Eve,eraser,black,53
7593,Bob,eraser,blue,91
7594,Ger,paper,black,3
7595,Eve,paint,orange,98
7596,Bob,pen,pink,77
7597,Fred,card,blue,69
7598,Dan,paper,red,88
7599,Dan,card,orange,94
7600,Harriet,pencil,white,67
7601,Harriet,eraser,orange,94
7602,Ger,eraser,orange,29
7603,Harriet,card,pink,34
7604,Ger,pencil,orange,57
7605,Carol,eraser,purple,100
7606,Ger,eraser,pink,27
7607,Bob,eraser,orange,77
7608,Bob,eraser,black,31
7609,Bob,pencil,pink,85
7610,Bob,paint,orange,17
7611,Fred,eraser,orange,19
7612,Dan,paper,black,25
7613,Fred,pencil,red,46
7614,Bob,pencil,pink,86
7615,Harriet,eraser,blue,51
7616,Dan,eraser,orange,35
7617,Fred,card,pink,37
7618,Carol,paper,white,12
7619,Ger,pencil,black,76
7620,Ger,eraser,white,81
7621,Fred,paper,green,98
7622,Harriet,card,pink,64
7623,Ger,paper,blue,61
7624,Bob,paint,blue,23
7625,Dan,paint,red,61
7626,Ger,paper,green,9
7627,Ger,paint,green,32
7628,Bob,paper,black,46
7629,Alice,card,purple,46
7630,Eve,pen,red,38
7631,Bob,card,black,12
7632,Carol,paint,black,73
7633,Harriet,eraser,orange,10
7634,Bob,eraser,pink,87
7635,Alice,eraser,black,6
7636,Ger,paint,black,57
7637,Carol,pencil,pink,92
7638,Carol,pen,white,60
7639,Bob,pencil,blue,10
7640,Ger,pen,red,39
7641,Ger,pen,green,20
7642,Carol,eraser,red,32
7643,Bob,paint,orange,2
7644,Carol,pen,pink,95
7645,Ger,card,purple,44
7646,Dan,pencil,purple,40
7647,Eve,eraser,black,72
7648,Carol,pen,red,91
7649,Carol,pencil,pink,52
7650,Eve,eraser,green,15
7651,Dan,pen,purple,29
7652,Bob,eraser,white,93
7653,Ger,paper,black,45
7654,Carol,pencil,orange,41
7655,Dan,pencil,blue,34
7656,Eve,card,black,90
7657,Harriet,paper,green,21
7658,Eve,paint,blue,37
7659,Alice,eraser,orange,70
7660,Eve,eraser,pink,34
7661,Eve,card,blue,56
7662,Dan,paint,green,92
7663,Ger,paper,white,20
7664,Fred,pencil,pink,98
7665,Alice,card,purple,99
7666,Eve,pencil,orange,14
7667,Ger,pencil,pink,91
7668,Carol,pen,green,38
7669,Bob,pen,red,75
7670,Carol,pen,black,80
7671,Ger,paint,pink,77
7672,Eve,eraser,green,46
7673,Ger,paper,pink,2
7674,Dan,pen,blue,1
7675,Harriet,paper,green,15
7676,Dan,pencil,green,93
7677,Carol,paint,red,93
7678,Carol,paper,black,88
7679,Fred,pencil,purple,56
7680,Fred,paper,orange,81
7681,Eve,pencil,white,17
7682,Bob,paper,orange,41
7683,Dan,pen,purple,84
7684,Bob,eraser,pink,66
7685,Carol,pen,blue,73
7686,Carol,eraser,red,58
7687,Ger,pencil,orange,55
7688,Carol,pen,purple,55
7689,Dan,pencil,black,47
7690,Alice,paper,orange,79
7691,Bob,card,blue,75
7692,Fred,card,green,18
7693,Eve,eraser,red,79
7694,Harriet,paper,purple,3
7695,Bob,card,purple,47
7696,Ger,pencil,green,43
7697,Dan,paper,purple,20
7698,Alice,pencil,green,87
7699,Harriet,paper,white,11
7700,Bob,paper,pink,69
7701,Alice,pencil,black,64
7702,Carol,card,red,50
7703,Ger,paper,blue,49
7704,Harriet,paper,red,1
7705,Carol,paper,green,77
7706,Harriet,pen,purple,13
7707,Bob,card,blue,46
7708,Carol,eraser,green,100
7709,Alice,paint,blue,66
7710,Eve,eraser,green,84
7711,Alice,paper,pink,17
7712,Dan,eraser,purple,12
7713,Alice,paper,purple,47
7714,Alice,paint,green,21
7715,Ger,pencil,black,63
7716,Harriet,card,purple,20
7717,Carol,paper,white,35
7718,Carol,eraser,pink,60
7719,Fred,card,white,58
7720,Dan,card,blue,98
7721,Carol,pencil,blue,11
7722,Harriet,pencil,white,41
7723,Carol,pencil,purple,66
7724,Harriet,pencil,red,65
7725,Fred,paint,red,17
7726,Carol,card,black,20
7727,Dan,paint,red,51
7728,Harriet,pencil,white,2
7729,Ger,paint,green,36
7730,Carol,eraser,orange,31
7731,Alice,pencil,pink,25
7732,Carol,pen,orange,93
7733,Harriet,paper,black,99
7734,Fred,eraser,blue,87
7735,Alice,eraser,blue,11
7736,Carol,eraser,orange,19
7737,Ger,pencil,white,39
7738,Alice,card,black,7
7739,Fred,card,orange,60
7740,Bob,pen,blue,45
7741,Alice,pen,black,26
7742,Alice,pencil,white,27
7743,Alice,pencil,blue,39
7744,Alice,eraser,blue,77
7745,Carol,card,white,65
7746,Dan,card,white,94
7747,Carol,card,blue,57
7748,Harriet,card,red,77
7749,Fred,pencil,pink,45
7750,Alice,paint,red,22
7751,Bob,card,blue,2
7752,Alice,pen,orange,93
7753,Dan,eraser,orange,63
7754,Eve,paint,purple,67
7755,Carol,pen,pink,29
7756,Dan,eraser,blue,40
7757,Dan,paint,green,10
7758,Eve,paper,pink,35
7759,Fred,card,black,76
7760,Ger,eraser,pink,88
7761,Fred,paint,green,31
7762,Ger,card,pink,42
7763,Bob,card,orange,7
7764,Harriet,card,green,91
7765,Fred,card,green,48
7766,Bob,pencil,red,56
7767,Eve,pen,pink,98
7768,Ger,paper,white,81
7769,Carol,eraser,purple,64
7770,Bob,pen,blue,45
7771,Bob,paint,red,25
7772,Eve,paper,white,29
7773,Fred,card,white,85
7774,Ger,eraser,white,68
7775,Ger,eraser,orange,25
7776,Eve,card,purple,14
7777,Bob,pen,pink,63
7778,Dan,pencil,pink,32
7779,Eve,pencil,black,95
7780,Harriet,eraser,black,26
7781,Harriet,card,red,36
7782,Ger,paint,black,33
7783,Fred,eraser,black,60
7784,Carol,card,white,88
7785,Fred,pencil,red,63
7786,Harriet,pen,purple,83
7787,Bob,paper,pink,90
7788,Harriet,paint,pink,16
7789,Ger,card,blue,91
7790,Eve,paper,green,75
7791,Eve,eraser,orange,97
7792,Dan,eraser,red,37
7793,Ger,paper,purple,64
7794,Alice,card,white,2
7795,Dan,pen,red,6
7796,Carol,card,blue,2
7797,Carol,eraser,pink,40
7798,Carol,paint,green,22
7799,Dan,pencil,white,28
7800,Harriet,paint,purple,95
7801,Fred,card,orange,26
7802,Ger,pen,pink,40
7803,Fred,pen,red,100
7804,Eve,paint,white,12
7805,Fred,paint,white,42
7806,Bob,pencil,pink,83
7807,Dan,card,orange,48
7808,Alice,eraser,green,93
7809,Fred,pen,orange,68
7810,Ger,paper,blue,87
7811,Harriet,card,orange,38
7812,Carol,paper,pink,11
7813,Bob,paper,green,100
7814,Dan,pen,green,37
7815,Carol,card,pink,17
7816,Dan,paper,pink,35
7817,Carol,eraser,orange,94
7818,Harriet,paint,black,17
7819,Ger,card,purple,24
7820,Ger,card,white,64
7821,Bob,paint,red,90
7822,Carol,eraser,pink,95
7823,Carol,pencil,green,3
7824,Harriet,pencil,green,24
7825,Bob,pencil,pink,51
7826,Dan,card,green,86
7827,Ger,paper,green,83
7828,Eve,pen,orange,99
7829,Fred,card,orange,91
7830,Bob,paper,green,99
7831,Fred,pencil,purple,70
7832,Harriet,pencil,orange,71
7833,Ger,eraser,white,13
7834,Harriet,paint,pink,15
7835,Bob,pen,pink,68
7836,Carol,pen,green,34
7837,Dan,paint,orange,42
7838,Carol,paint,purple,65
7839,Dan,paint,white,21
7840,Carol,card,blue,71
7841,Eve,pen,white,51
7842,Carol,eraser,white,55
7843,Harriet,pen,white,53
7844,Dan,paper,white,21
7845,Bob,paint,red,61
7846,Dan,eraser,orange,93
7847,Eve,paper,green,71
7848,Ger,pen,white,77
7849,Carol,paint,purple,32
7850,Carol,pen,blue,69
7851,Eve,pencil,white,62
7852,Bob,card,white,75
7853,Alice,paper,black,29
7854,Harriet,paint,purple,88
7855,Eve,paint,red,9
7856,Fred,paper,black,3
7857,Alice,pen,blue,70
7858,Carol,pen,orange,53
7859,Harriet,eraser,orange,30
7860,Dan,pencil,orange,77
7861,Bob,eraser,blue,15
7862,Alice,pencil,white,32
7863,Eve,pen,blue,96
7864,Eve,eraser,purple,23
7865,Eve,pencil,blue,23
7866,Dan,paint,orange,52
7867,Ger,paint,blue,89
7868,Fred,paint,red,33
7869,Fred,pen,blue,70
7870,Bob,card,pink,2
7871,Alice,pencil,purple,92
7872,Eve,paint,black,63
7873,Dan,paper,orange,39
7874,Alice,card,pink,49
7875,Carol,card,green,18
7876,Harriet,card,pink,66
7877,Harriet,pencil,purple,34
7878,Bob,pencil,black,77
7879,Bob,card,purple,2
7880,Ger,pen,orange,89
7881,Dan,eraser,red,85
7882,Eve,pen,red,15
7883,Ger,card,blue,32
7884,Harriet,pen,white,30
7885,Alice,pen,purple,2
7886,Carol,pen,red,47
7887,Fred,paper,black,77
7888,Fred,pencil,green,33
7889,Alice,pen,orange,3
7890,Eve,pencil,white,59
7891,Carol,card,white,35
7892,Dan,card,pink,89
7893,Harriet,eraser,orange,20
7894,Eve,pen,orange,84
7895,Eve,paint,orange,40
7896,Fred,eraser,red,12
7897,Carol,pen,blue,71
7898,Bob,pencil,blue,38
7899,Ger,card,orange,81
7900,Eve,paint,orange,43
7901,Bob,eraser,blue,72
7902,Carol,eraser,black,67
7903,Carol,paint,pink,74
7904,Bob,pencil,blue,98
7905,Harriet,paper,white,12
7906,Eve,pen,black,22
7907,Ger,pencil,pink,37
7908,Carol,pencil,black,53
7909,Carol,pen,green,88
7910,Bob,eraser,red,5
7911,Bob,pencil,purple,54
7912,Bob,card,red,95
7913,Carol,paint,green,54
7914,Carol,card,orange,91
7915,Ger,paper,pink,38
7916,Alice,paper,purple,18
7917,Fred,paint,green,8
7918,Harriet,card,white,67
7919,Ger,card,black,32
7920,Fred,pencil,purple,8
7921,Ger,pen,green,78
7922,Alice,pencil,white,16
7923,Alice,pencil,red,88
7924,Eve,pencil,purple,7
7925,Bob,card,black,2
7926,Alice,eraser,blue,57
7927,Dan,paint,blue,74
7928,Carol,paint,red,10
7929,Bob,card,green,75
7930,Harriet,card,red,29
7931,Carol,paper,purple,34
7932,Harriet,paper,white,5
7933,Fred,pencil,orange,18
7934,Alice,paint,black,88
7935,Dan,paint,purple,82
7936,Carol,pencil,blue,6
7937,Alice,eraser,white,30
7938,Fred,paint,red,52
7939,Dan,pencil,red,71
7940,Dan,paper,purple,58
7941,Fred,eraser,white,47
7942,Carol,card,green,22
7943,Ger,eraser,blue,1
7944,Harriet,eraser,red,29
7945,Eve,card,white,46
7946,Bob,eraser,purple,24
7947,Bob,card,red,81
7948,Carol,card,blue,78
7949,Fred,pen,white,23
7950,Alice,pencil,red,10
7951,Carol,paper,pink,83
7952,Dan,paper,blue,88
7953,Ger,eraser,white,65
7954,Ger,pencil,pink,58
7955,Dan,paper,pink,47
7956,Harriet,paint,green,93
7957,Harriet,pen,orange,89
7958,Harriet,card,purple,97
7959,Dan,card,blue,55
7960,Dan,paint,green,24
7961,Fred,paint,green,89
7962,Fred,eraser,blue,40
7963,Dan,card,black,89
7964,Ger,paper,blue,76
7965,Alice,card,black,100
7966,Fred,card,red,47
7967,Eve,paper,green,52
7968,Dan,paper,pink,15
7969,Dan,paper,green,43
7970,Carol,pencil,black,27
7971,Alice,paint,white,86
7972,Dan,pen,blue,15
7973,Alice,card,red,69
7974,Harriet,pencil,purple,8
7975,Dan,pen,purple,79
7976,Alice,card,white,20
7977,Harriet,paper,green,7
7978,Dan,pencil,blue,52
7979,Harriet,pen,purple,90
7980,Alice,paint,black,65
7981,Alice,paint,white,50
7982,Fred,eraser,red,28
7983,Ger,card,green,70
7984,Ger,pen,red,70
7985,Alice,card,white,6
7986,Dan,paper,pink,34
7987,Ger,paint,blue,93
7988,Bob,paper,pink,70
7989,Alice,pen,blue,69
7990,Dan,paper,purple,91
7991,Harriet,pencil,white,87
7992,Bob,paper,blue,24
7993,Dan,pencil,red,7
7994,Fred,pencil,purple,28
7995,Fred,pencil,pink,27
7996,Harriet,paint,white,17
7997,Carol,pen,white,56
7998,Harriet,paper,pink,29
7999,Harriet,paper,red,3
8000,Alice,paint,orange,17
8001,Ger,paint,blue,12
8002,Fred,pen,red,1
8003,Bob,pencil,purple,93
8004,Dan,pen,white,20
8005,Ger,paper,pink,33
8006,Ger,card,red,93
8007,Eve,eraser,pink,64
8008,Ger,pen,white,92
8009,Dan,card,black,28
8010,Fred,pencil,white,55
8011,Eve,pencil,pink,67
8012,Dan,card,orange,31
8013,Carol,pencil,pink,54
8014,Alice,eraser,blue,100
8015,Harriet,pen,green,44
8016,Eve,pen,black,22
8017,Alice,paint,purple,22
8018,Ger,card,pink,86
8019,Alice,eraser,orange,94
8020,Bob,pencil,purple,8
8021,Dan,paper,orange,93
8022,Harriet,pen,orange,87
8023,Fred,paper,white,88
8024,Bob,pencil,white,2
8025,Eve,eraser,green,98
8026,Eve,paint,purple,95
8027,Eve,paint,orange,73
8028,Harriet,paper,purple,52
8029,Ger,pen,purple,39
8030,Harriet,pen,green,100
8031,Alice,card,black,38
8032,Fred,pen,black,88
8033,Eve,pen,white,81
8034,Harriet,pencil,white,67
8035,Ger,paper,green,82
8036,Ger,card,black,86
8037,Carol,pen,blue,65
8038,Eve,paint,pink,27
8039,Alice,paper,purple,83
8040,Fred,pen,white,6
8041,Alice,card,black,88
8042,Dan,eraser,pink,33
8043,Bob,card,orange,70
8044,Eve,pen,green,99
8045,Dan,paint,black,11
8046,Harriet,paint,purple,86
8047,Eve,eraser,orange,1
8048,Fred,pencil,orange,65
8049,Harriet,pen,white,97
8050,Bob,card,green,31
8051,Dan,pencil,orange,87
8052,Alice,paint,black,1
8053,Dan,paper,green,68
8054,Alice,pen,black,79
8055,Fred,pencil,orange,85
8056,Dan,paper,pink,81
8057,Harriet,paper,black,65
8058,Carol,eraser,purple,3
8059,Harriet,paper,pink,31
8060,Eve,paint,white,98
8061,Dan,eraser,orange,46
8062,Carol,pen,blue,54
8063,Dan,pen,orange,5
8064,Dan,eraser,white,6
8065,Alice,paper,green,51
8066,Eve,eraser,black,94
8067,Harriet,pencil,white,2
8068,Ger,paint,white,99
8069,Fred,pen,black,17
8070,Carol,card,blue,98
8071,Alice,eraser,green,87
8072,Ger,eraser,orange,95
8073,Eve,paper,orange,60
8074,Carol,paint,orange,37
8075,Fred,card,white,76
8076,Bob,pen,red,91
8077,Carol,pencil,pink,13
8078,Harriet,card,red,69
8079,Harriet,paint,pink,1
8080,Dan,pencil,red,47
8081,Eve,eraser,purple,92
8082,Bob,card,orange,32
8083,Eve,pen,orange,12
8084,Eve,pen,orange,60
8085,Bob,paint,orange,58
8086,Fred,card,orange,42
8087,Alice,eraser,blue,34
8088,Carol,eraser,orange,48
8089,Eve,eraser,orange,6
8090,Alice,pencil,purple,41
8091,Fred,pencil,red,93
8092,Bob,paper,black,18
8093,Eve,paper,green,24
8094,Carol,pen,green,17
8095,Carol,paper,purple,95
8096,Alice,paper,white,66
8097,Eve,card,white,99
8098,Alice,paint,black,78
8099,Fred,eraser,pink,25
8100,Dan,eraser,black,1
8101,Ger,pen,white,51
8102,Ger,paint,blue,69
8103,Dan,pen,black,62
8104,Harriet,pencil,black,98
8105,Ger,eraser,red,20
8106,Carol,card,pink,80
8107,Carol,eraser,white,26
8108,Harriet,card,green,35
8109,Harriet,eraser,blue,19
8110,Ger,eraser,blue,48
8111,Eve,paper,white,9
8112,Alice,paper,blue,16
8113,Bob,pen,green,32
8114,Fred,pencil,red,18
8115,Eve,card,purple,27
8116,Dan,card,purple,63
8117,Ger,pencil,red,64
8118,Ger,card,orange,100
8119,Fred,paint,black,24
8120,Harriet,card,black,86
8121,Eve,paper,black,82
8122,Bob,pencil,white,87
8123,Ger,eraser,pink,12
8124,Bob,eraser,green,67
8125,Alice,paper,white,39
8126,Ger,paint,white,24
8127,Ger,eraser,red,74
8128,Dan,pencil,white,45
8129,Dan,eraser,green,2
8130,Eve,pen,blue,65
8131,Ger,paper,orange,67
8132,Harriet,card,red,50
8133,Harriet,card,pink,46
8134,Harriet,paint,red,35
8135,Fred,paper,blue,100
8136,Dan,card,white,16
8137,Harriet,card,white,32
8138,Carol,eraser,purple,76
8139,Fred,card,purple,7
8140,Fred,eraser,orange,69
8141,Carol,pen,green,7
8142,Fred,pencil,pink,32
8143,Bob,eraser,purple,8
8144,Fred,paint,blue,3
8145,Dan,pencil,green,59
8146,Eve,paper,red,33
8147,Alice,eraser,blue,16
8148,Fred,pen,pink,61
8149,Bob,paint,orange,33
8150,Bob,pencil,white,36
8151,Bob,paint,pink,8
8152,Fred,paper,blue,29
8153,Ger,paint,red,20
8154,Bob,pen,black,9
8155,Harriet,paint,white,77
8156,Carol,paint,purple,50
8157,Carol,paper,white,86
8158,Harriet,pencil,purple,82
8159,Eve,paint,white,84
8160,Ger,pencil,pink,28
8161,Carol,pen,white,23
8162,Eve,eraser,white,74
8163,Ger,paint,white,46
8164,Bob,eraser,blue,84
8165,Dan,paper,black,50
8166,Carol,pen,orange,74
8167,Carol,paper,green,99
8168,Eve,pen,pink,41
8169,Eve,pencil,black,86
8170,Bob,eraser,purple,4
8171,Dan,card,green,79
8172,Ger,pencil,red,69
8173,Harriet,pencil,orange,8
8174,Dan,pencil,purple,53
8175,Carol,card,orange,47
8176,Harriet,pen,green,69
8177,Ger,pencil,green,12
8178,Carol,paint,purple,53
8179,Dan,pencil,purple,43
8180,Harriet,card,blue,55
8181,Alice,paper,red,67
8182,Eve,paint,black,44
8183,Bob,paint,pink,37
8184,Ger,paper,pink,7
8185,Alice,paper,black,21
8186,Alice,eraser,green,7
8187,Eve,pen,red,92
8188,Fred,eraser,green,8
8189,Dan,card,black,54
8190,Harriet,eraser,purple,59
8191,Fred,card,red,76
8192,Alice,paint,orange,26
8193,Eve,card,pink,90
8194,Carol,paper,purple,72
8195,Harriet,eraser,purple,62
8196,Eve,paint,purple,73
8197,Ger,pencil,white,99
8198,Eve,pen,orange,99
8199,Carol,pen,blue,29
8200,Bob,pen,orange,11
8201,Dan,pencil,red,29
8202,Bob,pencil,orange,86
8203,Bob,paper,purple,55
8204,Carol,pen,red,67
8205,Dan,pencil,black,89
8206,Eve,pen,red,11
8207,Alice,pencil,orange,19
8208,Carol,paint,black,87
8209,Alice,pen,red,82
8210,Harriet,paper,red,79
8211,Carol,pen,pink,39
8212,Alice,pencil,red,27
8213,Bob,paint,pink,36
8214,Eve,pencil,white,90
8215,Carol,card,red,25
8216,Dan,card,pink,28
8217,Carol,paper,orange,77
8218,Fred,paper,red,75
8219,Alice,card,purple,68
8220,Carol,pencil,purple,86
8221,Alice,card,pink,79
8222,Bob,paint,purple,96
8223,Alice,pencil,orange,35
8224,Ger,pen,blue,18
8225,Alice,card,pink,37
8226,Alice,eraser,orange,98
8227,Eve,paper,green,83
8228,Harriet,card,white,28
8229,Dan,card,purple,80
8230,Harriet,paint,blue,79
8231,Dan,pen,orange,44
8232,Ger,eraser,pink,4
8233,Bob,eraser,red,100
8234,Dan,pencil,blue,14
8235,Harriet,eraser,black,25
8236,Alice,eraser,orange,28
8237,Harriet,eraser,green,58
8238,Dan,eraser,purple,33
8239,Alice,eraser,red,44
8240,Alice,eraser,purple,95
8241,Alice,paint,red,31
8242,Alice,paint,white,80
8243,Alice,eraser,purple,51
8244,Fred,eraser,pink,89
8245,Carol,pencil,black,25
8246,Fred,pen,black,40
8247,Fred,pen,blue,73
8248,Dan,pencil,purple,79
8249,Fred,pencil,blue,20
8250,Fred,pencil,white,19
8251,Bob,pencil,orange,36
8252,Carol,paint,blue,54
8253,Bob,paint,blue,34
8254,Harriet,pencil,pink,58
8255,Dan,paint,purple,60
8256,Carol,card,black,29
8257,Carol,paint,purple,27
8258,Fred,pencil,orange,86
8259,Harriet,paper,blue,12
8260,Harriet,paint,black,52
8261,Eve,pencil,green,73
8262,Fred,paint,green,91
8263,Carol,paper,blue,11
8264,Fred,pencil,black,4
8265,Eve,paper,pink,17
8266,Harriet,paint,red,93
8267,Dan,pencil,blue,65
8268,Alice,pen,white,24
8269,Harriet,eraser,purple,3
8270,Alice,eraser,red,65
8271,Alice,card,green,11
8272,Dan,card,white,27
8273,Bob,paint,purple,26
8274,Ger,eraser,green,70
8275,Eve,pen,blue,92
8276,Alice,card,black,56
8277,Dan,eraser,green,81
8278,Ger,card,green,19
8279,Carol,pencil,orange,6
8280,Fred,paint,blue,1
8281,Carol,eraser,orange,25
8282,Eve,pen,blue,7
8283,Fred,card,white,5
8284,Fred,eraser,purple,51
8285,Bob,pencil,blue,63
8286,Alice,pencil,black,24
8287,Fred,eraser,red,91
8288,Eve,card,orange,42
8289,Bob,eraser,pink,98
8290,Carol,card,white,73
8291,Alice,pen,pink,71
8292,Eve,pen,green,28
8293,Carol,card,orange,94
8294,Harriet,pen,white,26
8295,Harriet,pen,orange,76
8296,Eve,pen,pink,16
8297,Eve,card,blue,16
8298,Carol,card,white,73
8299,Bob,card,white,17
8300,Dan,pencil,black,34
8301,Fred,pen,orange,94
8302,Ger,pen,orange,91
8303,Ger,card,orange,87
8304,Fred,paint,orange,58
8305,Harriet,paper,white,52
8306,Carol,pencil,red,50
8307,Alice,pen,green,19
8308,Alice,pen,white,1
8309,Dan,pen,orange,46
8310,Dan,paint,pink,92
8311,Fred,paper,red,80
8312,Fred,pencil,green,74
8313,Bob,eraser,pink,26
8314,Harriet,card,blue,69
8315,Dan,paint,pink,43
8316,Fred,pen,red,19
8317,Fred,eraser,pink,12
8318,Ger,eraser,purple,89
8319,Harriet,paper,red,30
8320,Ger,paper,blue,29
8321,Alice,paper,purple,9
8322,Carol,paint,purple,63
8323,Ger,card,orange,26
8324,Ger,paint,purple,42
8325,Harriet,eraser,green,2
8326,Bob,card,white,11
8327,Carol,pen,black,27
8328,Eve,paper,red,51
8329,Ger,paper,purple,52
8330,Bob,pen,blue,100
8331,Bob,eraser,blue,29
8332,Fred,eraser,white,18
8333,Dan,pen,orange,99
8334,Dan,card,orange,76
8335,Fred,paper,orange,100
8336,Alice,pen,white,47
8337,Ger,eraser,purple,78
8338,Bob,paper,green,46
8339,Carol,paper,red,85
8340,Fred,card,pink,17
8341,Harriet,eraser,green,6
8342,Eve,card,white,80
8343,Eve,pencil,blue,60
8344,Carol,paint,black,21
8345,Harriet,paper,red,52
8346,Ger,card,black,64
8347,Harriet,pencil,red,85
8348,Dan,pen,white,28
8349,Carol,paint,pink,14
8350,Harriet,card,white,19
8351,Fred,paint,orange,57
8352,Dan,paint,green,27
8353,Harriet,paper,black,27
8354,Carol,card,red,35
8355,Harriet,paper,white,13
8356,Ger,pen,purple,71
8357,Fred,paper,red,29
8358,Ger,pencil,pink,49
8359,Bob,pen,orange,54
8360,Fred,pencil,white,46
8361,Alice,pencil,red,16
8362,Harriet,paper,orange,32
8363,Bob,paper,pink,13
8364,Bob,pencil,white,92
8365,Bob,card,blue,1
8366,Dan,paper,pink,1
8367,Eve,paper,purple,52
8368,Carol,eraser,white,4
8369,Dan,paint,orange,24
8370,Carol,paint,purple,68
8371,Alice,pen,blue,3
8372,Eve,eraser,blue,20
8373,Alice,eraser,purple,83
8374,Alice,card,red,96
8375,Ger,pencil,white,68
8376,Dan,eraser,blue,21
8377,Ger,paper,black,58
8378,Ger,pen,white,21
8379,Carol,card,orange,92
8380,Harriet,paper,blue,55
8381,Harriet,eraser,black,38
8382,Alice,card,red,34
8383,Dan,paint,green,60
8384,Harriet,paint,blue,79
8385,Eve,eraser,green,61
8386,Carol,paint,orange,89
8387,Alice,pencil,pink,20
